OBJECTID,DateTime,PlatformType,Speed_km_hr,Distance_1_sec,PlatformName,SymbologyCode,EstimatedPoints,BEARING,POINT_X,POINT_Y,POINT_Z,DateTimeSim,COUNTSim,ORIG_FID
231,,1,250,69.44444444, ,,355.8737414,111.7052865,151.1543697,-34.00128239,300,2024-07-06 14:42:50,232,231
232,,1,250,69.44444444, ,,355.8737414,111.7054228,151.1549493,-34.00147366,300,2024-07-06 14:42:51,233,232
233,,1,250,69.44444444, ,,355.8737414,111.7053696,151.1555289,-34.00166492,300,2024-07-06 14:42:52,234,233
234,,1,250,69.44444444, ,,355.8737414,111.7053653,151.1561085,-34.00185619,300,2024-07-06 14:42:53,235,234
235,,1,250,69.44444444, ,,355.8737414,111.7054551,151.1566881,-34.00204746,300,2024-07-06 14:42:54,236,235
236,,1,250,69.44444444, ,,355.8737414,111.7054551,151.1572677,-34.00223872,300,2024-07-06 14:42:55,237,236
237,,1,250,69.44444444, ,,355.8737414,111.7052688,151.1578473,-34.00242999,300,2024-07-06 14:42:56,238,237
238,,1,250,69.44444444, ,,355.8737414,111.7054878,151.1584269,-34.00262125,300,2024-07-06 14:42:57,239,238
239,,1,250,69.44444444, ,,355.8737414,96.03744525,151.1590065,-34.00281252,300,2024-07-06 14:42:58,240,239
240,,1,250,69.44444444, ,,355.8737414,82.450689,151.1595937,-34.00295282,300,2024-07-06 14:42:59,241,240
241,,1,250,69.44444444, ,,355.8737414,82.450689,151.1602122,-34.00288487,300,2024-07-06 14:43:00,242,241
242,,1,250,69.44444444, ,,355.8737414,82.45039697,151.1608306,-34.00281693,300,2024-07-06 14:43:01,243,242
243,,1,250,69.44444444, ,,355.8737414,82.45051457,151.161449,-34.00274898,300,2024-07-06 14:43:02,244,243
244,,1,250,69.44444444, ,,355.8737414,82.45067392,151.1620674,-34.00268104,300,2024-07-06 14:43:03,245,244
245,,1,250,69.44444444, ,,355.8737414,82.45063895,151.1626859,-34.00261309,300,2024-07-06 14:43:04,246,245
246,,1,250,69.44444444, ,,355.8737414,82.45063895,151.1633043,-34.00254514,300,2024-07-06 14:43:05,247,246
247,,1,250,69.44444444, ,,355.8737414,82.45049802,151.1639227,-34.0024772,300,2024-07-06 14:43:06,248,247
248,,1,250,69.44444444, ,,355.8737414,82.45042713,151.1645411,-34.00240925,300,2024-07-06 14:43:07,249,248
249,,1,250,69.44444444, ,,355.8737414,82.4505879,151.1651595,-34.00234131,300,2024-07-06 14:43:08,250,249
250,,1,250,69.44444444, ,,355.8737414,82.4505879,151.165778,-34.00227336,300,2024-07-06 14:43:09,251,250
251,,1,250,69.44444444, ,,355.8737414,82.45061584,151.1663964,-34.00220542,300,2024-07-06 14:43:10,252,251
252,,1,250,69.44444444, ,,355.8737414,82.45040973,151.1670148,-34.00213747,300,2024-07-06 14:43:11,253,252
253,,1,250,69.44444444, ,,355.8737414,82.45060745,151.1676332,-34.00206952,300,2024-07-06 14:43:12,254,253
254,,1,250,69.44444444, ,,355.8737414,82.45053594,151.1682517,-34.00200158,300,2024-07-06 14:43:13,255,254
255,,1,250,69.44444444, ,,355.8737414,82.45053594,151.1688701,-34.00193363,300,2024-07-06 14:43:14,256,255
256,,1,250,69.44444444, ,,355.8737414,82.45067727,151.1694885,-34.00186569,300,2024-07-06 14:43:15,257,256
257,,1,250,69.44444444, ,,355.8737414,82.45059132,151.1701069,-34.00179774,300,2024-07-06 14:43:16,258,257
258,,1,250,69.44444444, ,,355.8737414,82.45059132,151.1707254,-34.00172979,300,2024-07-06 14:43:17,259,258
259,,1,250,69.44444444, ,,355.8737414,82.45073575,151.1713438,-34.00166185,300,2024-07-06 14:43:18,260,259
260,,1,250,69.44444444, ,,355.8737414,82.45073575,151.1719622,-34.0015939,300,2024-07-06 14:43:19,261,260
261,,1,250,69.44444444, ,,355.8737414,82.45073575,151.1725806,-34.00152595,300,2024-07-06 14:43:20,262,261
262,,1,250,69.44444444, ,,355.8737414,82.45061706,151.173199,-34.00145801,300,2024-07-06 14:43:21,263,262
263,,1,250,69.44444444, ,,355.8737414,82.4505396,151.1738175,-34.00139006,300,2024-07-06 14:43:22,264,263
264,,1,250,69.44444444, ,,355.8737414,82.45053977,151.1744359,-34.00132212,300,2024-07-06 14:43:23,265,264
265,,1,250,69.44444444, ,,355.8737414,82.45053977,151.1750543,-34.00125417,300,2024-07-06 14:43:24,266,265
266,,1,250,69.44444444, ,,355.8737414,82.45053977,151.1756727,-34.00118622,300,2024-07-06 14:43:25,267,266
267,,1,250,69.44444444, ,,355.8737414,82.45067476,151.1762912,-34.00111828,300,2024-07-06 14:43:26,268,267
268,,1,250,69.44444444, ,,355.8737414,82.45063657,151.1769096,-34.00105033,300,2024-07-06 14:43:27,269,268
269,,1,250,69.44444444, ,,355.8737414,82.45063657,151.177528,-34.00098238,300,2024-07-06 14:43:28,270,269
270,,1,250,69.44444444, ,,355.8737414,82.45063657,151.1781464,-34.00091444,300,2024-07-06 14:43:29,271,270
271,,1,250,69.44444444, ,,355.8737414,82.45056115,151.1787648,-34.00084649,300,2024-07-06 14:43:30,272,271
272,,1,250,69.44444444, ,,355.8737414,82.45059389,151.1793833,-34.00077854,300,2024-07-06 14:43:31,273,272
273,,1,250,69.44444444, ,,355.8737414,82.45059389,151.1800017,-34.00071059,300,2024-07-06 14:43:32,274,273
274,,1,250,69.44444444, ,,355.8737414,82.45063953,151.1806201,-34.00064265,300,2024-07-06 14:43:33,275,274
275,,1,250,69.44444444, ,,355.8737414,82.45063953,151.1812385,-34.0005747,300,2024-07-06 14:43:34,276,275
276,,1,250,69.44444444, ,,355.8737414,82.45063953,151.181857,-34.00050675,300,2024-07-06 14:43:35,277,276
277,,1,250,69.44444444, ,,355.8737414,30.61859087,151.182344,-34.00027407,300,2024-07-06 14:43:36,278,277
278,,1,250,69.44444444, ,,355.8737414,30.61865632,151.1826618,-33.999829,300,2024-07-06 14:43:37,279,278
279,,1,250,69.44444444, ,,355.8737414,30.61847089,151.1829795,-33.99938393,300,2024-07-06 14:43:38,280,279
280,,1,250,69.44444444, ,,355.8737414,30.61853633,151.1832972,-33.99893885,300,2024-07-06 14:43:39,281,280
281,,1,250,69.44444444, ,,355.8737414,30.61853633,151.183615,-33.99849377,300,2024-07-06 14:43:40,282,281
282,,1,250,69.44444444, ,,355.8737414,30.61865575,151.1839327,-33.99804869,300,2024-07-06 14:43:41,283,282
283,,1,250,69.44444444, ,,355.8737414,30.61853334,151.1842504,-33.99760361,300,2024-07-06 14:43:42,284,283
284,,1,250,69.44444444, ,,355.8737414,30.6185473,151.1845681,-33.99715852,300,2024-07-06 14:43:43,285,284
285,,1,250,69.44444444, ,,355.8737414,30.61871799,151.1848859,-33.99671344,300,2024-07-06 14:43:44,286,285
286,,1,250,69.44444444, ,,355.8737414,30.6186054,151.1852036,-33.99626835,300,2024-07-06 14:43:45,287,286
287,,1,250,69.44444444, ,,355.8737414,30.6186054,151.1855213,-33.99582325,300,2024-07-06 14:43:46,288,287
288,,1,250,69.44444444, ,,355.8737414,30.61855822,151.1858391,-33.99537816,300,2024-07-06 14:43:47,289,288
289,,1,250,69.44444444, ,,355.8737414,30.61862355,151.1861568,-33.99493306,300,2024-07-06 14:43:48,290,289
290,,1,250,69.44444444, ,,355.8737414,30.61854372,151.1864745,-33.99448796,300,2024-07-06 14:43:49,291,290
291,,1,250,69.44444444, ,,355.8737414,30.61860905,151.1867923,-33.99404286,300,2024-07-06 14:43:50,292,291
292,,1,250,69.44444444, ,,355.8737414,30.61860905,151.18711,-33.99359776,300,2024-07-06 14:43:51,293,292
293,,1,250,69.44444444, ,,355.8737414,30.61854443,151.1874277,-33.99315265,300,2024-07-06 14:43:52,294,293
294,,1,250,69.44444444, ,,355.8737414,30.61862716,151.1877454,-33.99270754,300,2024-07-06 14:43:53,295,294
295,,1,250,69.44444444, ,,355.8737414,30.6186199,151.1880632,-33.99226243,300,2024-07-06 14:43:54,296,295
296,,1,250,69.44444444, ,,355.8737414,30.61861265,151.1883809,-33.99181732,300,2024-07-06 14:43:55,297,296
297,,1,250,69.44444444, ,,355.8737414,30.61867788,151.1886986,-33.9913722,300,2024-07-06 14:43:56,298,297
298,,1,250,69.44444444, ,,355.8737414,30.61867788,151.1890164,-33.99092708,300,2024-07-06 14:43:57,299,298
299,,1,250,69.44444444, ,,355.8737414,30.61863076,151.1893341,-33.99048196,300,2024-07-06 14:43:58,300,299
300,,1,250,69.44444444, ,,355.8737414,30.61872856,151.1896518,-33.99003684,300,2024-07-06 14:43:59,301,300
301,,1,250,69.44444444, ,,355.8737414,30.61872856,151.1899695,-33.98959171,300,2024-07-06 14:44:00,302,301
302,,1,250,69.44444444, ,,355.8737414,343.8101381,151.190072,-33.98912399,300,2024-07-06 14:44:01,303,302
303,,1,250,69.44444444, ,,355.8737414,343.8101381,151.189898,-33.98862725,300,2024-07-06 14:44:02,304,303
304,,1,250,69.44444444, ,,355.8737414,343.8108556,151.1897241,-33.98813051,300,2024-07-06 14:44:03,305,304
305,,1,250,69.44444444, ,,355.8737414,343.8107767,151.1895502,-33.98763377,300,2024-07-06 14:44:04,306,305
306,,1,250,69.44444444, ,,355.8737414,343.8107937,151.1893762,-33.98713703,300,2024-07-06 14:44:05,307,306
307,,1,250,69.44444444, ,,355.8737414,343.8108108,151.1892023,-33.98664028,300,2024-07-06 14:44:06,308,307
308,,1,250,69.44444444, ,,355.8737414,343.8108108,151.1890284,-33.98614353,300,2024-07-06 14:44:07,309,308
309,,1,250,69.44444444, ,,355.8737414,343.8108108,151.1888545,-33.98564678,300,2024-07-06 14:44:08,310,309
310,,1,250,69.44444444, ,,355.8737414,343.8108621,151.1886805,-33.98515002,300,2024-07-06 14:44:09,311,310
311,,1,250,69.44444444, ,,355.8737414,343.810804,151.1885066,-33.98465326,300,2024-07-06 14:44:10,312,311
312,,1,250,69.44444444, ,,355.8737414,343.8108211,151.1883327,-33.9841565,300,2024-07-06 14:44:11,313,312
313,,1,250,69.44444444, ,,355.8737414,343.8108211,151.1881587,-33.98365974,300,2024-07-06 14:44:12,314,313
314,,1,250,69.44444444, ,,355.8737414,343.8108211,151.1879848,-33.98316297,300,2024-07-06 14:44:13,315,314
315,,1,250,69.44444444, ,,355.8737414,343.8108723,151.1878109,-33.9826662,300,2024-07-06 14:44:14,316,315
316,,1,250,69.44444444, ,,355.8737414,343.8106776,151.1876369,-33.98216943,300,2024-07-06 14:44:15,317,316
317,,1,250,69.44444444, ,,355.8737414,343.8106947,151.187463,-33.98167265,300,2024-07-06 14:44:16,318,317
318,,1,250,69.44444444, ,,355.8737414,343.8106947,151.1872891,-33.98117587,100,2024-07-06 14:44:17,319,318
319,,1,250,69.44444444, ,,355.8737414,343.8106947,151.1871152,-33.98067909,100,2024-07-06 14:44:18,320,319
320,,1,250,69.44444444, ,,355.8737414,343.8107767,151.1869412,-33.9801823,100,2024-07-06 14:44:19,321,320
321,,1,250,69.44444444, ,,355.8737414,343.8107937,151.1867673,-33.97968552,100,2024-07-06 14:44:20,322,321
322,,1,250,69.44444444, ,,355.8737414,343.810705,151.1865934,-33.97918873,100,2024-07-06 14:44:21,323,322
323,,1,250,69.44444444, ,,355.8737414,343.810705,151.1864194,-33.97869193,100,2024-07-06 14:44:22,324,323
324,,1,250,69.44444444, ,,355.8737414,343.810705,151.1862455,-33.97819514,100,2024-07-06 14:44:23,325,324
325,,1,250,69.44444444, ,,355.8737414,343.8108313,151.1860716,-33.97769834,100,2024-07-06 14:44:24,326,325
326,,1,250,69.44444444, ,,355.8737414,343.8108484,151.1858976,-33.97720153,100,2024-07-06 14:44:25,327,326
327,,1,250,69.44444444, ,,355.8737414,343.8108655,151.1857237,-33.97670473,100,2024-07-06 14:44:26,328,327
328,,1,250,69.44444444, ,,355.8737414,343.8108655,151.1855498,-33.97620792,100,2024-07-06 14:44:27,329,328
329,,1,250,69.44444444, ,,355.8737414,343.8108655,151.1853759,-33.97571111,100,2024-07-06 14:44:28,330,329
330,,1,250,69.44444444, ,,355.8737414,340.4632371,151.1851987,-33.97521516,100,2024-07-06 14:44:29,331,330
331,,1,250,69.44444444, ,,355.8737414,340.4632979,151.1849901,-33.97472761,100,2024-07-06 14:44:30,332,331
332,,1,250,69.44444444, ,,355.8737414,340.4633215,151.1847815,-33.97424006,100,2024-07-06 14:44:31,333,332
333,,1,250,69.44444444, ,,355.8737414,340.4633215,151.1845729,-33.97375251,100,2024-07-06 14:44:32,334,333
334,,1,250,69.44444444, ,,355.8737414,340.4633215,151.1843642,-33.97326495,100,2024-07-06 14:44:33,335,334
335,,1,250,69.44444444, ,,355.8737414,340.4634969,151.1841556,-33.97277739,100,2024-07-06 14:44:34,336,335
336,,1,250,69.44444444, ,,355.8737414,340.4634265,151.183947,-33.97228983,100,2024-07-06 14:44:35,337,336
337,,1,250,69.44444444, ,,355.8737414,340.4633351,151.1837384,-33.97180227,0,2024-07-06 14:44:36,338,337
338,,1,250,69.44444444, ,,355.8737414,340.4633351,151.1835298,-33.9713147,0,2024-07-06 14:44:37,339,338
339,,1,250,69.44444444, ,,355.8737414,340.4633351,151.1833212,-33.97082713,0,2024-07-06 14:44:38,340,339
340,,1,250,69.44444444, ,,355.8737414,340.4634046,151.1831126,-33.97033956,0,2024-07-06 14:44:39,341,340
341,,1,250,69.44444444, ,,355.8737414,340.4633253,151.1829039,-33.96985199,0,2024-07-06 14:44:40,342,341
342,,1,250,69.44444444, ,,355.8737414,340.4632825,151.1826953,-33.96936441,50,2024-07-06 14:44:41,343,342
343,,1,250,69.44444444, ,,355.8737414,340.4632825,151.1824867,-33.96887683,50,2024-07-06 14:44:42,344,343
344,,1,250,69.44444444, ,,355.8737414,340.4632825,151.1822781,-33.96838924,50,2024-07-06 14:44:43,345,344
345,,1,250,69.44444444, ,,355.8737414,342.2553114,151.1820815,-33.96789829,50,2024-07-06 14:44:44,346,345
346,,1,250,69.44444444, ,,355.8737414,342.2552988,151.1818914,-33.96740553,50,2024-07-06 14:44:45,347,346
347,,1,250,69.44444444, ,,355.8737414,342.2553199,151.1817013,-33.96691277,50,2024-07-06 14:44:46,348,347
348,,1,250,69.44444444, ,,355.8737414,342.2553199,151.1815111,-33.96642,50,2024-07-06 14:44:47,349,348
349,,1,250,69.44444444, ,,355.8737414,342.2553199,151.181321,-33.96592723,50,2024-07-06 14:44:48,350,349
350,,1,250,69.44444444, ,,355.8737414,342.2553899,151.1811309,-33.96543446,50,2024-07-06 14:44:49,351,350
351,,1,250,69.44444444, ,,355.8737414,342.2553284,151.1809407,-33.96494168,50,2024-07-06 14:44:50,352,351
352,,1,250,69.44444444, ,,355.8737414,342.2552667,151.1807506,-33.96444891,50,2024-07-06 14:44:51,353,352
353,,1,250,69.44444444, ,,355.8737414,342.2552667,151.1805605,-33.96395613,50,2024-07-06 14:44:52,354,353
354,,1,250,69.44444444, ,,355.8737414,342.2552667,151.1803704,-33.96346334,50,2024-07-06 14:44:53,355,354
355,,1,250,69.44444444, ,,355.8737414,342.2552827,151.1801802,-33.96297055,50,2024-07-06 14:44:54,356,355
356,,1,250,69.44444444, ,,356.1675991,260.6649383,151.1635109,-33.93989434,300,2024-07-06 14:44:55,357,356
357,,1,250,69.44444444, ,,356.1675991,260.6651912,151.1628935,-33.93996848,300,2024-07-06 14:44:56,358,357
358,,1,250,69.44444444, ,,356.1675991,260.6647343,151.1622761,-33.94004261,300,2024-07-06 14:44:57,359,358
359,,1,250,69.44444444, ,,356.1675991,260.664987,151.1616587,-33.94011675,300,2024-07-06 14:44:58,360,359
360,,1,250,69.44444444, ,,356.1675991,260.6652975,151.1610413,-33.94019088,300,2024-07-06 14:44:59,361,360
361,,1,250,69.44444444, ,,356.1675991,260.6648416,151.1604239,-33.94026502,300,2024-07-06 14:45:00,362,361
362,,1,250,69.44444444, ,,356.1675991,260.6650936,151.1598066,-33.94033915,300,2024-07-06 14:45:01,363,362
363,,1,250,69.44444444, ,,356.1675991,260.6650499,151.1591892,-33.94041329,300,2024-07-06 14:45:02,364,363
364,,1,250,69.44444444, ,,356.1675991,260.6652433,151.1585718,-33.94048742,300,2024-07-06 14:45:03,365,364
365,,1,250,69.44444444, ,,356.1675991,260.6647889,151.1579544,-33.94056156,300,2024-07-06 14:45:04,366,365
366,,1,250,69.44444444, ,,356.1675991,260.6649682,151.157337,-33.94063569,300,2024-07-06 14:45:05,367,366
367,,1,250,69.44444444, ,,356.1675991,260.6649388,151.1567196,-33.94070983,300,2024-07-06 14:45:06,368,367
368,,1,250,69.44444444, ,,356.1675991,260.6652474,151.1561022,-33.94078396,300,2024-07-06 14:45:07,369,368
369,,1,250,69.44444444, ,,356.1675991,260.6647366,151.1554848,-33.9408581,300,2024-07-06 14:45:08,370,369
370,,1,250,69.44444444, ,,356.1675991,260.6650448,151.1548674,-33.94093223,300,2024-07-06 14:45:09,371,370
371,,1,250,69.44444444, ,,356.1675991,260.6649798,151.15425,-33.94100636,300,2024-07-06 14:45:10,372,371
372,,1,250,69.44444444, ,,356.1675991,260.6652514,151.1536326,-33.9410805,300,2024-07-06 14:45:11,373,372
373,,1,250,69.44444444, ,,356.1675991,260.6647999,151.1530152,-33.94115463,300,2024-07-06 14:45:12,374,373
374,,1,250,69.44444444, ,,356.1675991,260.6649919,151.1523978,-33.94122877,300,2024-07-06 14:45:13,375,374
375,,1,250,69.44444444, ,,356.1675991,260.6648913,151.1517804,-33.9413029,300,2024-07-06 14:45:14,376,375
376,,1,250,69.44444444, ,,356.1675991,260.6651979,151.151163,-33.94137703,300,2024-07-06 14:45:15,377,376
377,,1,250,69.44444444, ,,356.1675991,260.6647479,151.1505456,-33.94145117,300,2024-07-06 14:45:16,378,377
378,,1,250,69.44444444, ,,356.1675991,260.6649967,151.1499282,-33.9415253,300,2024-07-06 14:45:17,379,378
379,,1,250,69.44444444, ,,356.1675991,260.6648391,151.1493108,-33.94159944,300,2024-07-06 14:45:18,380,379
380,,1,250,69.44444444, ,,356.1675991,260.6652021,151.1486934,-33.94167357,300,2024-07-06 14:45:19,381,380
381,,1,250,69.44444444, ,,356.1675991,260.6647534,151.148076,-33.9417477,300,2024-07-06 14:45:20,382,381
382,,1,250,69.44444444, ,,356.1675991,260.6650015,151.1474586,-33.94182184,300,2024-07-06 14:45:21,383,382
383,,1,250,69.44444444, ,,356.1675991,260.6651921,151.1468412,-33.94189597,300,2024-07-06 14:45:22,384,383
384,,1,250,69.44444444, ,,356.1675991,260.6651491,151.1462238,-33.9419701,300,2024-07-06 14:45:23,385,384
385,,1,250,69.44444444, ,,356.1675991,260.6650491,151.1456064,-33.94204424,300,2024-07-06 14:45:24,386,385
386,,1,250,69.44444444, ,,356.1675991,260.6649493,151.144989,-33.94211837,300,2024-07-06 14:45:25,387,386
387,,1,250,69.44444444, ,,356.1675991,260.6651962,151.1443716,-33.9421925,300,2024-07-06 14:45:26,388,387
388,,1,250,69.44444444, ,,356.1675991,210.465521,151.1437542,-33.94226664,300,2024-07-06 14:45:27,389,388
389,,1,250,69.44444444, ,,356.1675991,210.465521,151.1432252,-33.94244785,300,2024-07-06 14:45:28,390,389
390,,1,250,69.44444444, ,,356.1675991,210.4656527,151.1429182,-33.94289839,300,2024-07-06 14:45:29,391,390
391,,1,250,69.44444444, ,,356.1675991,210.4656422,151.1426112,-33.94334893,300,2024-07-06 14:45:30,392,391
392,,1,250,69.44444444, ,,356.1675991,210.465584,151.1423043,-33.94379947,300,2024-07-06 14:45:31,393,392
393,,1,250,69.44444444, ,,356.1675991,210.467054,151.1419973,-33.94425,300,2024-07-06 14:45:32,394,393
394,,1,250,69.44444444, ,,356.1675991,210.4656356,151.1416904,-33.94470053,300,2024-07-06 14:45:33,395,394
395,,1,250,69.44444444, ,,356.1675991,210.465532,151.1413834,-33.94515106,300,2024-07-06 14:45:34,396,395
396,,1,250,69.44444444, ,,356.1675991,210.4653384,151.1410764,-33.94560158,300,2024-07-06 14:45:35,397,396
397,,1,250,69.44444444, ,,356.1675991,210.4655836,151.1407695,-33.94605211,300,2024-07-06 14:45:36,398,397
398,,1,250,69.44444444, ,,356.1675991,210.4656092,151.1404625,-33.94650263,300,2024-07-06 14:45:37,399,398
399,,1,250,69.44444444, ,,356.1675991,210.4652883,151.1401556,-33.94695315,300,2024-07-06 14:45:38,400,399
400,,1,250,69.44444444, ,,356.1675991,210.4655321,151.1398486,-33.94740366,300,2024-07-06 14:45:39,401,400
401,,1,250,69.44444444, ,,356.1675991,210.4656855,151.1395416,-33.94785418,300,2024-07-06 14:45:40,402,401
402,,1,250,69.44444444, ,,356.1675991,210.4635686,151.1392347,-33.94830469,300,2024-07-06 14:45:41,403,402
403,,1,250,69.44444444, ,,356.1675991,210.4664627,151.1389277,-33.9487552,300,2024-07-06 14:45:42,404,403
404,,1,250,69.44444444, ,,356.1675991,210.4655068,151.1386208,-33.9492057,300,2024-07-06 14:45:43,405,404
405,,1,250,69.44444444, ,,356.1675991,210.4655322,151.1383138,-33.94965621,300,2024-07-06 14:45:44,406,405
406,,1,250,69.44444444, ,,356.1675991,210.4655576,151.1380068,-33.95010671,300,2024-07-06 14:45:45,407,406
407,,1,250,69.44444444, ,,356.1675991,210.4655828,151.1376999,-33.95055721,300,2024-07-06 14:45:46,408,407
408,,1,250,69.44444444, ,,356.1675991,210.4655828,151.1373929,-33.95100771,300,2024-07-06 14:45:47,409,408
409,,1,250,69.44444444, ,,356.1675991,210.4655449,151.137086,-33.9514582,300,2024-07-06 14:45:48,410,409
410,,1,250,69.44444444, ,,356.1675991,210.4655331,151.136779,-33.95190869,300,2024-07-06 14:45:49,411,410
411,,1,250,69.44444444, ,,356.1675991,210.4654619,151.136472,-33.95235918,300,2024-07-06 14:45:50,412,411
412,,1,250,69.44444444, ,,356.1675991,210.4655924,151.1361651,-33.95280967,300,2024-07-06 14:45:51,413,412
413,,1,250,69.44444444, ,,356.1675991,210.4654027,151.1358581,-33.95326016,300,2024-07-06 14:45:52,414,413
414,,1,250,69.44444444, ,,356.1675991,210.4655331,151.1355512,-33.95371064,300,2024-07-06 14:45:53,415,414
415,,1,250,69.44444444, ,,356.1675991,210.465462,151.1352442,-33.95416112,300,2024-07-06 14:45:54,416,415
416,,1,250,69.44444444, ,,356.1675991,210.4654739,151.1349372,-33.9546116,300,2024-07-06 14:45:55,417,416
417,,1,250,69.44444444, ,,356.1675991,210.4657225,151.1346303,-33.95506207,300,2024-07-06 14:45:56,418,417
418,,1,250,69.44444444, ,,356.1675991,210.4654148,151.1343233,-33.95551255,300,2024-07-06 14:45:57,419,418
419,,1,250,69.44444444, ,,356.1675991,210.465474,151.1340164,-33.95596302,300,2024-07-06 14:45:58,420,419
420,,1,250,69.44444444, ,,356.1675991,210.4654031,151.1337094,-33.95641349,300,2024-07-06 14:45:59,421,420
421,,1,250,69.44444444, ,,356.1675991,210.4654031,151.1334024,-33.95686395,300,2024-07-06 14:46:00,422,421
422,,1,250,69.44444444, ,,356.1675991,183.9116035,151.1330955,-33.95731442,300,2024-07-06 14:46:01,423,422
423,,1,250,69.44444444, ,,356.1675991,183.9113437,151.1327885,-33.95776488,300,2024-07-06 14:46:02,424,423
424,,1,250,69.44444444, ,,356.1675991,183.9113437,151.1326093,-33.95824724,300,2024-07-06 14:46:03,425,424
425,,1,250,69.44444444, ,,356.1675991,183.9118499,151.1325652,-33.95876338,300,2024-07-06 14:46:04,426,425
426,,1,250,69.44444444, ,,356.1675991,183.9114649,151.1325212,-33.95927952,300,2024-07-06 14:46:05,427,426
427,,1,250,69.44444444, ,,356.1675991,183.9115776,151.1324771,-33.95979565,300,2024-07-06 14:46:06,428,427
428,,1,250,69.44444444, ,,356.1675991,183.9114623,151.132433,-33.96031178,300,2024-07-06 14:46:07,429,428
429,,1,250,69.44444444, ,,356.1675991,183.9113935,151.132389,-33.96082791,300,2024-07-06 14:46:08,430,429
430,,1,250,69.44444444, ,,356.1675991,183.9116609,151.1323449,-33.96134403,300,2024-07-06 14:46:09,431,430
431,,1,250,69.44444444, ,,356.1675991,183.9115689,151.1323009,-33.96186015,300,2024-07-06 14:46:10,432,431
432,,1,250,69.44444444, ,,356.1675991,183.9115002,151.1322568,-33.96237627,300,2024-07-06 14:46:11,433,432
433,,1,250,69.44444444, ,,356.1675991,183.9114088,151.1322128,-33.96289238,300,2024-07-06 14:46:12,434,433
434,,1,250,69.44444444, ,,356.1675991,183.9116746,151.1321687,-33.9634085,300,2024-07-06 14:46:13,435,434
435,,1,250,69.44444444, ,,356.1675991,183.9117076,151.1321247,-33.9639246,300,2024-07-06 14:46:14,436,435
436,,1,250,69.44444444, ,,356.1675991,183.911555,151.1320806,-33.96444071,300,2024-07-06 14:46:15,437,436
437,,1,250,69.44444444, ,,356.1675991,183.9113725,151.1320366,-33.96495681,300,2024-07-06 14:46:16,438,437
438,,1,250,69.44444444, ,,356.1675991,183.9116746,151.1319925,-33.96547291,300,2024-07-06 14:46:17,439,438
439,,1,250,69.44444444, ,,356.1675991,183.911527,151.1319484,-33.965989,300,2024-07-06 14:46:18,440,439
440,,1,250,69.44444444, ,,356.1675991,183.9113503,151.1319044,-33.9665051,300,2024-07-06 14:46:19,441,440
441,,1,250,69.44444444, ,,356.1675991,183.9116117,151.1318603,-33.96702119,300,2024-07-06 14:46:20,442,441
442,,1,250,69.44444444, ,,356.1675991,183.9115008,151.1318163,-33.96753727,300,2024-07-06 14:46:21,443,442
443,,1,250,69.44444444, ,,356.1675991,183.9117554,151.1317722,-33.96805335,300,2024-07-06 14:46:22,444,443
444,,1,250,69.44444444, ,,356.1675991,183.9115525,151.1317282,-33.96856943,300,2024-07-06 14:46:23,445,444
445,,1,250,69.44444444, ,,356.1675991,183.9114147,151.1316841,-33.96908551,300,2024-07-06 14:46:24,446,445
446,,1,250,69.44444444, ,,356.1675991,183.9116933,151.1316401,-33.96960158,300,2024-07-06 14:46:25,447,446
447,,1,250,69.44444444, ,,356.1675991,183.9114967,151.131596,-33.97011765,300,2024-07-06 14:46:26,448,447
448,,1,250,69.44444444, ,,356.1675991,183.9118287,151.131552,-33.97063372,300,2024-07-06 14:46:27,449,448
449,,1,250,69.44444444, ,,356.1675991,183.911664,151.1315079,-33.97114979,300,2024-07-06 14:46:28,450,449
450,,1,250,69.44444444, ,,356.1675991,183.9115024,151.1314638,-33.97166585,300,2024-07-06 14:46:29,451,450
451,,1,250,69.44444444, ,,356.1675991,183.9117963,151.1314198,-33.9721819,300,2024-07-06 14:46:30,452,451
452,,1,250,69.44444444, ,,356.1675991,183.9116077,151.1313757,-33.97269796,300,2024-07-06 14:46:31,453,452
453,,1,250,69.44444444, ,,356.1675991,183.9114509,151.1313317,-33.97321401,300,2024-07-06 14:46:32,454,453
454,,1,250,69.44444444, ,,356.1675991,183.9117092,151.1312876,-33.97373006,300,2024-07-06 14:46:33,455,454
455,,1,250,69.44444444, ,,356.1675991,183.9115544,151.1312436,-33.9742461,300,2024-07-06 14:46:34,456,455
456,,1,250,69.44444444, ,,356.1675991,183.9118072,151.1311995,-33.97476215,300,2024-07-06 14:46:35,457,456
457,,1,250,69.44444444, ,,356.1675991,183.9116816,151.1311555,-33.97527818,300,2024-07-06 14:46:36,458,457
458,,1,250,69.44444444, ,,356.1675991,183.9115038,151.1311114,-33.97579422,300,2024-07-06 14:46:37,459,458
459,,1,250,69.44444444, ,,356.1675991,183.9117776,151.1310674,-33.97631025,300,2024-07-06 14:46:38,460,459
460,,1,250,69.44444444, ,,356.1675991,183.9116287,151.1310233,-33.97682628,300,2024-07-06 14:46:39,461,460
461,,1,250,69.44444444, ,,356.1675991,183.9115088,151.1309792,-33.97734231,300,2024-07-06 14:46:40,462,461
462,,1,250,69.44444444, ,,356.1675991,183.9116968,151.1309352,-33.97785833,300,2024-07-06 14:46:41,463,462
