OBJECTID,DateTime,PlatformType,Speed_km_hr,Distance_1_sec,PlatformName,SymbologyCode,EstimatedPoints,BEARING,POINT_X,POINT_Y,POINT_Z,DateTimeSim,COUNTSim,ORIG_FID,x_Rounded,y_Rounded
359,,1,250,69.44444444, ,,356.1675991,260.664987,151.1616587,-33.94011675,300,2024-07-06 14:44:58,360,359,151.16165,-33.94011
360,,1,250,69.44444444, ,,356.1675991,260.6652975,151.1610413,-33.94019088,300,2024-07-06 14:44:59,361,360,151.16104,-33.94019
361,,1,250,69.44444444, ,,356.1675991,260.6648416,151.1604239,-33.94026502,300,2024-07-06 14:45:00,362,361,151.16042,-33.94026
362,,1,250,69.44444444, ,,356.1675991,260.6650936,151.1598066,-33.94033915,300,2024-07-06 14:45:01,363,362,151.15980,-33.94033
363,,1,250,69.44444444, ,,356.1675991,260.6650499,151.1591892,-33.94041329,300,2024-07-06 14:45:02,364,363,151.15918,-33.94041
364,,1,250,69.44444444, ,,356.1675991,260.6652433,151.1585718,-33.94048742,300,2024-07-06 14:45:03,365,364,151.15857,-33.94048
365,,1,250,69.44444444, ,,356.1675991,260.6647889,151.1579544,-33.94056156,300,2024-07-06 14:45:04,366,365,151.15795,-33.94056
366,,1,250,69.44444444, ,,356.1675991,260.6649682,151.1573370,-33.94063569,300,2024-07-06 14:45:05,367,366,151.15733,-33.94063
367,,1,250,69.44444444, ,,356.1675991,260.6649388,151.1567196,-33.94070983,300,2024-07-06 14:45:06,368,367,151.15671,-33.9407
368,,1,250,69.44444444, ,,356.1675991,260.6652474,151.1561022,-33.94078396,300,2024-07-06 14:45:07,369,368,151.15610,-33.94078
369,,1,250,69.44444444, ,,356.1675991,260.6647366,151.1554848,-33.9408581,300,2024-07-06 14:45:08,370,369,151.15548,-33.94085
370,,1,250,69.44444444, ,,356.1675991,260.6650448,151.1548674,-33.94093223,300,2024-07-06 14:45:09,371,370,151.15486,-33.94093
371,,1,250,69.44444444, ,,356.1675991,260.6649798,151.1542500,-33.94100636,300,2024-07-06 14:45:10,372,371,151.15424,-33.941
372,,1,250,69.44444444, ,,356.1675991,260.6652514,151.1536326,-33.9410805,300,2024-07-06 14:45:11,373,372,151.15363,-33.94108
373,,1,250,69.44444444, ,,356.1675991,260.6647999,151.1530152,-33.94115463,300,2024-07-06 14:45:12,374,373,151.15301,-33.94115
374,,1,250,69.44444444, ,,356.1675991,260.6649919,151.1523978,-33.94122877,300,2024-07-06 14:45:13,375,374,151.15239,-33.94122
375,,1,250,69.44444444, ,,356.1675991,260.6648913,151.1517804,-33.9413029,300,2024-07-06 14:45:14,376,375,151.15178,-33.9413
376,,1,250,69.44444444, ,,356.1675991,260.6651979,151.1511630,-33.94137703,300,2024-07-06 14:45:15,377,376,151.15116,-33.94137
377,,1,250,69.44444444, ,,356.1675991,260.6647479,151.1505456,-33.94145117,300,2024-07-06 14:45:16,378,377,151.15054,-33.94145
378,,1,250,69.44444444, ,,356.1675991,260.6649967,151.1499282,-33.9415253,300,2024-07-06 14:45:17,379,378,151.14992,-33.94152
379,,1,250,69.44444444, ,,356.1675991,260.6648391,151.1493108,-33.94159944,300,2024-07-06 14:45:18,380,379,151.14931,-33.94159
380,,1,250,69.44444444, ,,356.1675991,260.6652021,151.1486934,-33.94167357,300,2024-07-06 14:45:19,381,380,151.14869,-33.94167
381,,1,250,69.44444444, ,,356.1675991,260.6647534,151.1480760,-33.9417477,300,2024-07-06 14:45:20,382,381,151.14807,-33.94174
382,,1,250,69.44444444, ,,356.1675991,260.6650015,151.1474586,-33.94182184,300,2024-07-06 14:45:21,383,382,151.14745,-33.94182
383,,1,250,69.44444444, ,,356.1675991,260.6651921,151.1468412,-33.94189597,300,2024-07-06 14:45:22,384,383,151.14684,-33.94189
384,,1,250,69.44444444, ,,356.1675991,260.6651491,151.1462238,-33.9419701,300,2024-07-06 14:45:23,385,384,151.14622,-33.94197
385,,1,250,69.44444444, ,,356.1675991,260.6650491,151.1456064,-33.94204424,300,2024-07-06 14:45:24,386,385,151.14560,-33.94204
386,,1,250,69.44444444, ,,356.1675991,260.6649493,151.1449890,-33.94211837,300,2024-07-06 14:45:25,387,386,151.14498,-33.94211
387,,1,250,69.44444444, ,,356.1675991,260.6651962,151.1443716,-33.9421925,300,2024-07-06 14:45:26,388,387,151.14437,-33.94219
388,,1,250,69.44444444, ,,356.1675991,210.465521,151.1437542,-33.94226664,300,2024-07-06 14:45:27,389,388,151.14375,-33.94226
389,,1,250,69.44444444, ,,356.1675991,210.465521,151.1432252,-33.94244785,300,2024-07-06 14:45:28,390,389,151.14322,-33.94244
390,,1,250,69.44444444, ,,356.1675991,210.4656527,151.1429182,-33.94289839,300,2024-07-06 14:45:29,391,390,151.14291,-33.94289
391,,1,250,69.44444444, ,,356.1675991,210.4656422,151.1426112,-33.94334893,300,2024-07-06 14:45:30,392,391,151.14261,-33.94334
392,,1,250,69.44444444, ,,356.1675991,210.465584,151.1423043,-33.94379947,300,2024-07-06 14:45:31,393,392,151.14230,-33.94379
393,,1,250,69.44444444, ,,356.1675991,210.467054,151.1419973,-33.94425,300,2024-07-06 14:45:32,394,393,151.14199,-33.94424
394,,1,250,69.44444444, ,,356.1675991,210.4656356,151.1416904,-33.94470053,300,2024-07-06 14:45:33,395,394,151.14169,-33.9447
395,,1,250,69.44444444, ,,356.1675991,210.465532,151.1413834,-33.94515106,300,2024-07-06 14:45:34,396,395,151.14138,-33.94515
396,,1,250,69.44444444, ,,356.1675991,210.4653384,151.1410764,-33.94560158,300,2024-07-06 14:45:35,397,396,151.14107,-33.9456
397,,1,250,69.44444444, ,,356.1675991,210.4655836,151.1407695,-33.94605211,300,2024-07-06 14:45:36,398,397,151.14076,-33.94605
398,,1,250,69.44444444, ,,356.1675991,210.4656092,151.1404625,-33.94650263,300,2024-07-06 14:45:37,399,398,151.14046,-33.9465
399,,1,250,69.44444444, ,,356.1675991,210.4652883,151.1401556,-33.94695315,300,2024-07-06 14:45:38,400,399,151.14015,-33.94695
400,,1,250,69.44444444, ,,356.1675991,210.4655321,151.1398486,-33.94740366,300,2024-07-06 14:45:39,401,400,151.13984,-33.9474
401,,1,250,69.44444444, ,,356.1675991,210.4656855,151.1395416,-33.94785418,300,2024-07-06 14:45:40,402,401,151.13954,-33.94785
402,,1,250,69.44444444, ,,356.1675991,210.4635686,151.1392347,-33.94830469,300,2024-07-06 14:45:41,403,402,151.13923,-33.9483
403,,1,250,69.44444444, ,,356.1675991,210.4664627,151.1389277,-33.9487552,300,2024-07-06 14:45:42,404,403,151.13892,-33.94875
404,,1,250,69.44444444, ,,356.1675991,210.4655068,151.1386208,-33.9492057,300,2024-07-06 14:45:43,405,404,151.13862,-33.9492
405,,1,250,69.44444444, ,,356.1675991,210.4655322,151.1383138,-33.94965621,300,2024-07-06 14:45:44,406,405,151.13831,-33.94965
406,,1,250,69.44444444, ,,356.1675991,210.4655576,151.1380068,-33.95010671,300,2024-07-06 14:45:45,407,406,151.13800,-33.9501
407,,1,250,69.44444444, ,,356.1675991,210.4655828,151.1376999,-33.95055721,300,2024-07-06 14:45:46,408,407,151.13769,-33.95055
408,,1,250,69.44444444, ,,356.1675991,210.4655828,151.1373929,-33.95100771,300,2024-07-06 14:45:47,409,408,151.13739,-33.951
409,,1,250,69.44444444, ,,356.1675991,210.4655449,151.1370860,-33.9514582,300,2024-07-06 14:45:48,410,409,151.13708,-33.95145
410,,1,250,69.44444444, ,,356.1675991,210.4655331,151.1367790,-33.95190869,300,2024-07-06 14:45:49,411,410,151.13677,-33.9519
411,,1,250,69.44444444, ,,356.1675991,210.4654619,151.1364720,-33.95235918,300,2024-07-06 14:45:50,412,411,151.13647,-33.95235
412,,1,250,69.44444444, ,,356.1675991,210.4655924,151.1361651,-33.95280967,300,2024-07-06 14:45:51,413,412,151.13616,-33.9528
413,,1,250,69.44444444, ,,356.1675991,210.4654027,151.1358581,-33.95326016,300,2024-07-06 14:45:52,414,413,151.13585,-33.95326
414,,1,250,69.44444444, ,,356.1675991,210.4655331,151.1355512,-33.95371064,300,2024-07-06 14:45:53,415,414,151.13555,-33.95371
415,,1,250,69.44444444, ,,356.1675991,210.465462,151.1352442,-33.95416112,300,2024-07-06 14:45:54,416,415,151.13524,-33.95416
416,,1,250,69.44444444, ,,356.1675991,210.4654739,151.1349372,-33.9546116,300,2024-07-06 14:45:55,417,416,151.13493,-33.95461
417,,1,250,69.44444444, ,,356.1675991,210.4657225,151.1346303,-33.95506207,300,2024-07-06 14:45:56,418,417,151.13463,-33.95506
418,,1,250,69.44444444, ,,356.1675991,210.4654148,151.1343233,-33.95551255,300,2024-07-06 14:45:57,419,418,151.13432,-33.95551
419,,1,250,69.44444444, ,,356.1675991,210.465474,151.1340164,-33.95596302,300,2024-07-06 14:45:58,420,419,151.13401,-33.95596
420,,1,250,69.44444444, ,,356.1675991,210.4654031,151.1337094,-33.95641349,300,2024-07-06 14:45:59,421,420,151.13370,-33.95641
421,,1,250,69.44444444, ,,356.1675991,210.4654031,151.1334024,-33.95686395,300,2024-07-06 14:46:00,422,421,151.13340,-33.95686
422,,1,250,69.44444444, ,,356.1675991,183.9116035,151.1330955,-33.95731442,300,2024-07-06 14:46:01,423,422,151.13309,-33.95731
423,,1,250,69.44444444, ,,356.1675991,183.9113437,151.1327885,-33.95776488,300,2024-07-06 14:46:02,424,423,151.13278,-33.95776
424,,1,250,69.44444444, ,,356.1675991,183.9113437,151.1326093,-33.95824724,300,2024-07-06 14:46:03,425,424,151.13260,-33.95824
425,,1,250,69.44444444, ,,356.1675991,183.9118499,151.1325652,-33.95876338,300,2024-07-06 14:46:04,426,425,151.13256,-33.95876
426,,1,250,69.44444444, ,,356.1675991,183.9114649,151.1325212,-33.95927952,300,2024-07-06 14:46:05,427,426,151.13252,-33.95927
427,,1,250,69.44444444, ,,356.1675991,183.9115776,151.1324771,-33.95979565,300,2024-07-06 14:46:06,428,427,151.13247,-33.95979
428,,1,250,69.44444444, ,,356.1675991,183.9114623,151.1324330,-33.96031178,300,2024-07-06 14:46:07,429,428,151.13243,-33.96031
429,,1,250,69.44444444, ,,356.1675991,183.9113935,151.1323890,-33.96082791,300,2024-07-06 14:46:08,430,429,151.13238,-33.96082
430,,1,250,69.44444444, ,,356.1675991,183.9116609,151.1323449,-33.96134403,300,2024-07-06 14:46:09,431,430,151.13234,-33.96134
431,,1,250,69.44444444, ,,356.1675991,183.9115689,151.1323009,-33.96186015,300,2024-07-06 14:46:10,432,431,151.13230,-33.96186
432,,1,250,69.44444444, ,,356.1675991,183.9115002,151.1322568,-33.96237627,300,2024-07-06 14:46:11,433,432,151.13225,-33.96237
433,,1,250,69.44444444, ,,356.1675991,183.9114088,151.1322128,-33.96289238,300,2024-07-06 14:46:12,434,433,151.13221,-33.96289
434,,1,250,69.44444444, ,,356.1675991,183.9116746,151.1321687,-33.9634085,300,2024-07-06 14:46:13,435,434,151.13216,-33.9634
435,,1,250,69.44444444, ,,356.1675991,183.9117076,151.1321247,-33.9639246,300,2024-07-06 14:46:14,436,435,151.13212,-33.96392
436,,1,250,69.44444444, ,,356.1675991,183.911555,151.1320806,-33.96444071,300,2024-07-06 14:46:15,437,436,151.13208,-33.96444
437,,1,250,69.44444444, ,,356.1675991,183.9113725,151.1320366,-33.96495681,300,2024-07-06 14:46:16,438,437,151.13203,-33.96495
438,,1,250,69.44444444, ,,356.1675991,183.9116746,151.1319925,-33.96547291,300,2024-07-06 14:46:17,439,438,151.13199,-33.96547
439,,1,250,69.44444444, ,,356.1675991,183.911527,151.1319484,-33.965989,300,2024-07-06 14:46:18,440,439,151.13194,-33.96598
440,,1,250,69.44444444, ,,356.1675991,183.9113503,151.1319044,-33.9665051,300,2024-07-06 14:46:19,441,440,151.13190,-33.9665
441,,1,250,69.44444444, ,,356.1675991,183.9116117,151.1318603,-33.96702119,300,2024-07-06 14:46:20,442,441,151.13186,-33.96702
442,,1,250,69.44444444, ,,356.1675991,183.9115008,151.1318163,-33.96753727,300,2024-07-06 14:46:21,443,442,151.13181,-33.96753
443,,1,250,69.44444444, ,,356.1675991,183.9117554,151.1317722,-33.96805335,300,2024-07-06 14:46:22,444,443,151.13177,-33.96805
444,,1,250,69.44444444, ,,356.1675991,183.9115525,151.1317282,-33.96856943,300,2024-07-06 14:46:23,445,444,151.13172,-33.96856
445,,1,250,69.44444444, ,,356.1675991,183.9114147,151.1316841,-33.96908551,300,2024-07-06 14:46:24,446,445,151.13168,-33.96908
446,,1,250,69.44444444, ,,356.1675991,183.9116933,151.1316401,-33.96960158,300,2024-07-06 14:46:25,447,446,151.13164,-33.9696
447,,1,250,69.44444444, ,,356.1675991,183.9114967,151.1315960,-33.97011765,300,2024-07-06 14:46:26,448,447,151.13159,-33.97011
448,,1,250,69.44444444, ,,356.1675991,183.9118287,151.1315520,-33.97063372,300,2024-07-06 14:46:27,449,448,151.13155,-33.97063
449,,1,250,69.44444444, ,,356.1675991,183.911664,151.1315079,-33.97114979,300,2024-07-06 14:46:28,450,449,151.13150,-33.97114
450,,1,250,69.44444444, ,,356.1675991,183.9115024,151.1314638,-33.97166585,300,2024-07-06 14:46:29,451,450,151.13146,-33.97166
451,,1,250,69.44444444, ,,356.1675991,183.9117963,151.1314198,-33.9721819,300,2024-07-06 14:46:30,452,451,151.13141,-33.97218
452,,1,250,69.44444444, ,,356.1675991,183.9116077,151.1313757,-33.97269796,300,2024-07-06 14:46:31,453,452,151.13137,-33.97269
453,,1,250,69.44444444, ,,356.1675991,183.9114509,151.1313317,-33.97321401,300,2024-07-06 14:46:32,454,453,151.13133,-33.97321
454,,1,250,69.44444444, ,,356.1675991,183.9117092,151.1312876,-33.97373006,300,2024-07-06 14:46:33,455,454,151.13128,-33.97373
455,,1,250,69.44444444, ,,356.1675991,183.9115544,151.1312436,-33.9742461,300,2024-07-06 14:46:34,456,455,151.13124,-33.97424
456,,1,250,69.44444444, ,,356.1675991,183.9118072,151.1311995,-33.97476215,300,2024-07-06 14:46:35,457,456,151.13119,-33.97476
457,,1,250,69.44444444, ,,356.1675991,183.9116816,151.1311555,-33.97527818,300,2024-07-06 14:46:36,458,457,151.13115,-33.97527
458,,1,250,69.44444444, ,,356.1675991,183.9115038,151.1311114,-33.97579422,300,2024-07-06 14:46:37,459,458,151.13111,-33.97579
459,,1,250,69.44444444, ,,356.1675991,183.9117776,151.1310674,-33.97631025,300,2024-07-06 14:46:38,460,459,151.13106,-33.97631
460,,1,250,69.44444444, ,,356.1675991,183.9116287,151.1310233,-33.97682628,300,2024-07-06 14:46:39,461,460,151.13102,-33.97682
461,,1,250,69.44444444, ,,356.1675991,183.9115088,151.1309792,-33.97734231,300,2024-07-06 14:46:40,462,461,151.13097,-33.97734
462,,1,250,69.44444444, ,,356.1675991,183.9116968,151.1309352,-33.97785833,300,2024-07-06 14:46:41,463,462,151.13093,-33.97785
463,,1,250,69.44444444, ,,356.1675991,183.9115784,151.1308911,-33.97837435,300,2024-07-06 14:46:42,464,463,151.13089,-33.97837
464,,1,250,69.44444444, ,,356.1675991,183.9118145,151.1308471,-33.97889037,300,2024-07-06 14:46:43,465,464,151.13084,-33.97889
465,,1,250,69.44444444, ,,356.1675991,183.9112959,151.1308030,-33.97940638,300,2024-07-06 14:46:44,466,465,151.13080,-33.9794
466,,1,250,69.44444444, ,,356.1675991,183.911505,151.1307590,-33.97992239,300,2024-07-06 14:46:45,467,466,151.13075,-33.97992
467,,1,250,69.44444444, ,,356.1675991,183.911826,151.1307149,-33.9804384,300,2024-07-06 14:46:46,468,467,151.13071,-33.98043
468,,1,250,69.44444444, ,,356.1675991,183.9115934,151.1306709,-33.98095441,300,2024-07-06 14:46:47,469,468,151.13067,-33.98095
469,,1,250,69.44444444, ,,356.1675991,183.9117235,151.1306268,-33.98147041,300,2024-07-06 14:46:48,470,469,151.13062,-33.98147
470,,1,250,69.44444444, ,,356.1675991,183.9118493,151.1305827,-33.98198641,300,2024-07-06 14:46:49,471,470,151.13058,-33.98198
471,,1,250,69.44444444, ,,356.1675991,183.9115806,151.1305387,-33.9825024,300,2024-07-06 14:46:50,472,471,151.13053,-33.9825
472,,1,250,69.44444444, ,,356.1675991,183.9117278,151.1304946,-33.98301839,300,2024-07-06 14:46:51,473,472,151.13049,-33.98301
473,,1,250,69.44444444, ,,356.1675991,183.911691,151.1304506,-33.98353438,300,2024-07-06 14:46:52,474,473,151.13045,-33.98353
474,,1,250,69.44444444, ,,356.1675991,177.2739089,151.1304629,-33.98405085,300,2024-07-06 14:46:53,475,474,151.13046,-33.98405
475,,1,250,69.44444444, ,,356.1675991,177.2734863,151.1304940,-33.98456748,300,2024-07-06 14:46:54,476,475,151.13049,-33.98456
476,,1,250,69.44444444, ,,356.1675991,177.2737902,151.1305252,-33.98508411,300,2024-07-06 14:46:55,477,476,151.13052,-33.98508
477,,1,250,69.44444444, ,,356.1675991,177.2737227,151.1305563,-33.98560073,300,2024-07-06 14:46:56,478,477,151.13055,-33.9856
478,,1,250,69.44444444, ,,356.1675991,177.2736722,151.1305875,-33.98611735,300,2024-07-06 14:46:57,479,478,151.13058,-33.98611
479,,1,250,69.44444444, ,,356.1675991,177.2736051,151.1306186,-33.98663396,300,2024-07-06 14:46:58,480,479,151.13061,-33.98663
480,,1,250,69.44444444, ,,356.1675991,177.273555,151.1306498,-33.98715058,300,2024-07-06 14:46:59,481,480,151.13064,-33.98715
481,,1,250,69.44444444, ,,356.1675991,177.2738395,151.1306809,-33.98766719,300,2024-07-06 14:47:00,482,481,151.13068,-33.98766
482,,1,250,69.44444444, ,,356.1675991,177.2734219,151.1307121,-33.98818379,300,2024-07-06 14:47:01,483,482,151.13071,-33.98818
483,,1,250,69.44444444, ,,356.1675991,177.2737224,151.1307432,-33.9887004,300,2024-07-06 14:47:02,484,483,151.13074,-33.9887
484,,1,250,69.44444444, ,,356.1675991,177.2736557,151.1307744,-33.989217,300,2024-07-06 14:47:03,485,484,151.13077,-33.98921
485,,1,250,69.44444444, ,,356.1675991,177.2739548,151.1308055,-33.9897336,300,2024-07-06 14:47:04,486,485,151.13080,-33.98973
486,,1,250,69.44444444, ,,356.1675991,177.2735398,151.1308367,-33.99025019,300,2024-07-06 14:47:05,487,486,151.13083,-33.99025
487,,1,250,69.44444444, ,,356.1675991,177.2734903,151.1308678,-33.99076678,300,2024-07-06 14:47:06,488,487,151.13086,-33.99076
488,,1,250,69.44444444, ,,356.1675991,177.2737717,151.1308990,-33.99128337,300,2024-07-06 14:47:07,489,488,151.13089,-33.99128
489,,1,250,69.44444444, ,,356.1675991,177.2738145,151.1309301,-33.99179995,300,2024-07-06 14:47:08,490,489,151.13093,-33.99179
490,,1,250,69.44444444, ,,356.1675991,177.2736578,151.1309613,-33.99231653,300,2024-07-06 14:47:09,491,490,151.13096,-33.99231
491,,1,250,69.44444444, ,,356.1675991,177.2736578,151.1310819,-33.9927815,300,2024-07-06 14:47:10,492,491,151.13108,-33.99278
492,,1,250,69.44444444, ,,356.1675991,177.2736101,151.1316553,-33.99298524,300,2024-07-06 14:47:11,493,492,151.13165,-33.99298
493,,1,250,69.44444444, ,,356.1675991,113.1985506,151.1322287,-33.99318899,300,2024-07-06 14:47:12,494,493,151.13222,-33.99318
494,,1,250,69.44444444, ,,356.1675991,113.1986303,151.1328021,-33.99339273,300,2024-07-06 14:47:13,495,494,151.13280,-33.99339
495,,1,250,69.44444444, ,,356.1675991,113.1982077,151.1333755,-33.99359647,300,2024-07-06 14:47:14,496,495,151.13337,-33.99359
496,,1,250,69.44444444, ,,356.1675991,113.1986684,151.1339489,-33.99380022,300,2024-07-06 14:47:15,497,496,151.13394,-33.9938
497,,1,250,69.44444444, ,,356.1675991,113.1984723,151.1345222,-33.99400396,300,2024-07-06 14:47:16,498,497,151.13452,-33.994
498,,1,250,69.44444444, ,,356.1675991,113.1985512,151.1350956,-33.9942077,300,2024-07-06 14:47:17,499,498,151.13509,-33.9942
499,,1,250,69.44444444, ,,356.1675991,113.1985122,151.1356690,-33.99441144,300,2024-07-06 14:47:18,500,499,151.13566,-33.99441
500,,1,250,69.44444444, ,,356.1675991,113.1985122,151.1362424,-33.99461518,300,2024-07-06 14:47:19,501,500,151.13624,-33.99461
501,,1,250,69.44444444, ,,356.1675991,113.19861,151.1368158,-33.99481892,300,2024-07-06 14:47:20,502,501,151.13681,-33.99481
502,,1,250,69.44444444, ,,356.1675991,113.1987458,151.1373892,-33.99502266,300,2024-07-06 14:47:21,503,502,151.13738,-33.99502
503,,1,250,69.44444444, ,,356.1675991,113.1985518,151.1379626,-33.99522639,300,2024-07-06 14:47:22,504,503,151.13796,-33.99522
504,,1,250,69.44444444, ,,356.1675991,113.1985133,151.1385360,-33.99543013,300,2024-07-06 14:47:23,505,504,151.13853,-33.99543
505,,1,250,69.44444444, ,,356.1675991,113.1985133,151.1391094,-33.99563387,300,2024-07-06 14:47:24,506,505,151.13910,-33.99563
506,,1,250,69.44444444, ,,356.1675991,113.1985517,151.1396828,-33.99583761,300,2024-07-06 14:47:25,507,506,151.13968,-33.99583
507,,1,250,69.44444444, ,,356.1675991,113.1982457,151.1402562,-33.99604134,300,2024-07-06 14:47:26,508,507,151.14025,-33.99604
508,,1,250,69.44444444, ,,356.1675991,113.1985523,151.1408295,-33.99624508,300,2024-07-06 14:47:27,509,508,151.14082,-33.99624
509,,1,250,69.44444444, ,,356.1675991,111.7055104,151.1414029,-33.99644881,300,2024-07-06 14:47:28,510,509,151.14140,-33.99644
510,,1,250,69.44444444, ,,356.1675991,111.7053535,151.1419763,-33.99665255,300,2024-07-06 14:47:29,511,510,151.14197,-33.99665
511,,1,250,69.44444444, ,,356.1675991,111.7053535,151.1425497,-33.99685628,300,2024-07-06 14:47:30,512,511,151.14254,-33.99685
512,,1,250,69.44444444, ,,356.1675991,111.7054331,151.1431231,-33.99706002,300,2024-07-06 14:47:31,513,512,151.14312,-33.99706
513,,1,250,69.44444444, ,,356.1675991,111.705475,151.1436965,-33.99726375,300,2024-07-06 14:47:32,514,513,151.14369,-33.99726
514,,1,250,69.44444444, ,,356.1675991,111.7054698,151.1442699,-33.99746748,300,2024-07-06 14:47:33,515,514,151.14426,-33.99746
515,,1,250,69.44444444, ,,356.1675991,111.7055682,151.1448433,-33.99767122,300,2024-07-06 14:47:34,516,515,151.14484,-33.99767
516,,1,250,69.44444444, ,,356.1675991,111.7055682,151.1454167,-33.99787495,300,2024-07-06 14:47:35,517,516,151.14541,-33.99787
517,,1,250,69.44444444, ,,356.1675991,111.7054017,151.1459901,-33.99807868,300,2024-07-06 14:47:36,518,517,151.14599,-33.99807
518,,1,250,69.44444444, ,,356.1675991,111.7055247,151.1465634,-33.99828241,300,2024-07-06 14:47:37,519,518,151.14656,-33.99828
519,,1,250,69.44444444, ,,356.1675991,111.7054938,151.1471368,-33.99848614,300,2024-07-06 14:47:38,520,519,151.14713,-33.99848
520,,1,250,69.44444444, ,,356.1675991,111.7054886,151.1477102,-33.99868987,300,2024-07-06 14:47:39,521,520,151.14771,-33.99868
521,,1,250,69.44444444, ,,356.1675991,111.7054886,151.1482836,-33.9988936,300,2024-07-06 14:47:40,522,521,151.14828,-33.99889
522,,1,250,69.44444444, ,,356.1675991,111.705427,151.1488570,-33.99909733,300,2024-07-06 14:47:41,523,522,151.14885,-33.99909
523,,1,250,69.44444444, ,,356.1675991,111.7053223,151.1494304,-33.99930106,300,2024-07-06 14:47:42,524,523,151.14943,-33.9993
524,,1,250,69.44444444, ,,356.1675991,111.705318,151.1500038,-33.99950479,300,2024-07-06 14:47:43,525,524,151.15000,-33.9995
525,,1,250,69.44444444, ,,356.1675991,111.7055115,151.1505772,-33.99970851,300,2024-07-06 14:47:44,526,525,151.15057,-33.9997
526,,1,250,69.44444444, ,,356.1675991,111.7055064,151.1511506,-33.99991224,300,2024-07-06 14:47:45,527,526,151.15115,-33.99991
527,,1,250,69.44444444, ,,356.1675991,111.7055064,151.1517240,-34.00011597,300,2024-07-06 14:47:46,528,527,151.15172,-34.00011
528,,1,250,69.44444444, ,,356.1675991,111.7054463,151.1522973,-34.00031969,300,2024-07-06 14:47:47,529,528,151.15229,-34.00031
529,,1,250,69.44444444, ,,356.1675991,111.7054415,151.1528707,-34.00052342,300,2024-07-06 14:47:48,530,529,151.15287,-34.00052
530,,1,250,69.44444444, ,,356.1675991,111.7053401,151.1534441,-34.00072714,300,2024-07-06 14:47:49,531,530,151.15344,-34.00072
531,,1,250,69.44444444, ,,356.1675991,111.7052865,151.1540175,-34.00093087,300,2024-07-06 14:47:50,532,531,151.15401,-34.00093
532,,1,250,69.44444444, ,,356.1675991,111.7052865,151.1545909,-34.00113459,300,2024-07-06 14:47:51,533,532,151.15459,-34.00113
533,,1,250,69.44444444, ,,356.1675991,111.7054228,151.1551643,-34.00133832,300,2024-07-06 14:47:52,534,533,151.15516,-34.00133
534,,1,250,69.44444444, ,,356.1675991,111.7053696,151.1557377,-34.00154204,300,2024-07-06 14:47:53,535,534,151.15573,-34.00154
535,,1,250,69.44444444, ,,356.1675991,111.7053653,151.1563111,-34.00174576,300,2024-07-06 14:47:54,536,535,151.15631,-34.00174
536,,1,250,69.44444444, ,,356.1675991,111.7054551,151.1568845,-34.00194948,300,2024-07-06 14:47:55,537,536,151.15688,-34.00194
537,,1,250,69.44444444, ,,356.1675991,111.7054551,151.1574579,-34.00215321,300,2024-07-06 14:47:56,538,537,151.15745,-34.00215
538,,1,250,69.44444444, ,,356.1675991,111.7054743,151.1580313,-34.00235693,300,2024-07-06 14:47:57,539,538,151.15803,-34.00235
539,,1,250,69.44444444, ,,356.1675991,111.7054878,151.1586046,-34.00256065,300,2024-07-06 14:47:58,540,539,151.15860,-34.00256
540,,1,250,69.44444444, ,,356.1675991,96.03744525,151.1591780,-34.00276437,300,2024-07-06 14:47:59,541,540,151.15917,-34.00276
541,,1,250,69.44444444, ,,356.1675991,82.450689,151.1597519,-34.00296561,300,2024-07-06 14:48:00,542,541,151.15975,-34.00296
542,,1,250,69.44444444, ,,356.1675991,82.450689,151.1603714,-34.00290518,300,2024-07-06 14:48:01,543,542,151.16037,-34.0029
543,,1,250,69.44444444, ,,356.1675991,82.45054964,151.1609910,-34.00284476,300,2024-07-06 14:48:02,544,543,151.16099,-34.00284
544,,1,250,69.44444444, ,,356.1675991,82.45051457,151.1616105,-34.00278433,300,2024-07-06 14:48:03,545,544,151.16161,-34.00278
545,,1,250,69.44444444, ,,356.1675991,82.45067392,151.1622301,-34.00272391,300,2024-07-06 14:48:04,546,545,151.16223,-34.00272
546,,1,250,69.44444444, ,,356.1675991,82.45063895,151.1628496,-34.00266348,300,2024-07-06 14:48:05,547,546,151.16284,-34.00266
547,,1,250,69.44444444, ,,356.1675991,82.45063895,151.1634692,-34.00260305,300,2024-07-06 14:48:06,548,547,151.16346,-34.0026
548,,1,250,69.44444444, ,,356.1675991,82.45049802,151.1640888,-34.00254263,300,2024-07-06 14:48:07,549,548,151.16408,-34.00254
549,,1,250,69.44444444, ,,356.1675991,82.45042713,151.1647083,-34.0024822,300,2024-07-06 14:48:08,550,549,151.16470,-34.00248
550,,1,250,69.44444444, ,,356.1675991,82.4505879,151.1653279,-34.00242178,300,2024-07-06 14:48:09,551,550,151.16532,-34.00242
551,,1,250,69.44444444, ,,356.1675991,82.4505879,151.1659474,-34.00236135,300,2024-07-06 14:48:10,552,551,151.16594,-34.00236
552,,1,250,69.44444444, ,,356.1675991,82.45088816,151.1665670,-34.00230092,300,2024-07-06 14:48:11,553,552,151.16656,-34.0023
553,,1,250,69.44444444, ,,356.1675991,82.45040973,151.1671865,-34.0022405,300,2024-07-06 14:48:12,554,553,151.16718,-34.00224
